TransactionID,Date,AccountHolder,TransactionCode,TransactionDescription,Amount,SourceSortCode,SourceAccountNumber,DestinationSortCode,DestinationAccountNumber,Beneficiary,IBAN,SWIFT,SuspicionType,SuspicionNotes
SUS000143,2023-08-19,Miss Lynn Murray,TFR,Transfer,1663.2,37-62-15,29490810,98-66-41,66341156,Margaret Brennan,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000144,2025-01-13,Zoe Nicholls,ATM,ATM Transaction,288.13,82-53-79,70990542,39-69-52,88837246,Mr Garry Heath,,,Round-Tripping,Funds sent back and forth between same entities
SUS000145,2024-02-20,Scott-Payne,REF,Refund,518.23,33-36-30,96709362,88-72-61,35073936,Ms Abigail May,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000146,2024-01-19,Dixon-Jones,BGC,Bank Giro Credit,988.87,64-10-49,92327041,80-19-24,78955620,Elliot Lawrence,,,Structuring,Many small deposits just below reporting threshold
SUS000147,2023-03-06,Miss Ashleigh Edwards,CHQ,Cheque,10276.57,25-99-61,30912926,50-29-18,59875301,Barry and Sons,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000148,2024-08-30,Dale Clarke,CHQ,Cheque,2615.61,21-28-50,10954040,87-87-79,52520519,Cooper-Smith,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000149,2023-04-28,Jenna Collins,TFR,Transfer,3930.23,19-84-18,38712540,46-68-97,86469783,Gerard Taylor,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000150,2023-10-11,Ms Beth Mason,REF,Refund,87.12,63-67-23,80741670,81-10-38,72561554,Ms Susan Richards,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000151,2024-05-14,Nelson-Robinson,FPO,Faster Payment Outgoing,4544.15,89-68-89,42119113,17-27-26,65520865,Dr Damien Dean,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000152,2023-02-03,Marian Collins,TFR,Transfer,3065.77,81-13-36,21207722,15-69-51,02687991,Geraldine Wong,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000153,2024-02-05,"Thomas, McDonald and Davis",TFR,Transfer,1253.15,75-67-48,93913277,92-77-73,93258759,Mr Terence Conway,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000154,2023-06-30,Catherine Birch-Alexander,CHQ,Cheque,22954.05,94-83-84,95739716,51-30-48,24020392,Fisher-Webb,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000155,2023-12-08,"Smith, Thorpe and Hicks",POS,Point of Sale,966.95,31-87-61,55558117,33-21-35,30509148,Harrison-Scott,,,Structuring,Many small deposits just below reporting threshold
SUS000156,2024-04-24,Wilson Group,SEPA,SEPA Credit Transfer,7684.52,65-34-90,02718351,62-54-99,92969259,Jamie Jones-Baxter,DE87647611739652562461,KCVSGB0GI1L,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000157,2023-10-18,Phillips-Pearce,ATM,ATM Transaction,251.64,58-24-95,72311650,48-41-10,50520736,Carole Jones-Shaw,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000158,2024-07-16,Mrs Barbara Evans,ATM,ATM Transaction,333.87,23-59-54,14892393,86-88-90,58680473,Christian Evans,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000159,2023-04-23,Anne Kerr,CHQ,Cheque,21565.28,96-66-54,36252799,37-95-26,24238749,Julia Richards-Williams,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000160,2023-07-03,Dr Steven Hall,CHQ,Cheque,12716.42,22-46-34,60488968,89-87-89,10364722,O'Brien LLC,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000161,2025-04-13,Amber Howard,ATM,ATM Transaction,50.5,57-80-78,40825202,41-32-62,13490201,Damien Patel-Kelly,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000162,2024-07-01,Mr Bernard Nicholson,MT103,SWIFT Credit Transfer,8859.23,75-90-83,52177068,42-88-80,53209509,"Roberts, Hall and Bell",DE42472068939971659679,PZLKGBOQF5X,Money Laundering,Large international transactions with no clear source
SUS000163,2024-04-20,Natalie Gray,ATM,ATM Transaction,358.96,34-63-29,68169899,84-66-99,73837315,"Thornton, Harvey and Edwards",,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000164,2025-03-01,Dr Elliot Fletcher,REF,Refund,320.05,77-67-46,51597263,75-41-94,87670841,Dr Robert Rees,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000165,2023-04-20,Harry Woods,FPO,Faster Payment Outgoing,3604.71,34-74-27,29429192,69-15-36,44663227,Peters-Duffy,,,Round-Tripping,Funds sent back and forth between same entities
SUS000166,2024-11-21,"Kennedy, Watkins and Newton",CHQ,Cheque,290.73,71-85-63,18579655,32-85-40,56227048,Charlotte Shaw,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000167,2025-01-06,Dr Owen Thompson,ATM,ATM Transaction,256.32,83-21-85,70773382,62-36-14,86134504,Ronald Lees,,,Round-Tripping,Funds sent back and forth between same entities
SUS000168,2023-12-10,Ms Lynda Jones,ATM,ATM Transaction,88.22,69-66-71,75709367,95-29-69,01459649,Yvonne Brown,,,Round-Tripping,Funds sent back and forth between same entities
SUS000169,2024-07-31,Gail Gill,FPO,Faster Payment Outgoing,1294.5,31-38-29,65334603,63-42-98,15990769,Hollie Hill,,,Round-Tripping,Funds sent back and forth between same entities
SUS000170,2023-10-01,Garry Mason,REF,Refund,373.0,44-99-50,99743780,19-42-43,90478091,Grace Hall,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000171,2023-09-07,Carter Inc,CSH,Cash transaction,994.22,30-68-82,03064874,14-31-80,26435627,Steven Hewitt,,,Structuring,Many small deposits just below reporting threshold
SUS000172,2025-04-01,"Walters, Allen and Whitehouse",CHQ,Cheque,571.93,93-51-27,53194941,38-87-58,21630589,Mr Ben Hobbs,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000173,2023-07-13,Owen Farrell,ATM,ATM Transaction,307.69,82-54-61,32384908,43-40-71,39346057,Lesley Kaur,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000174,2023-07-24,Mrs Joan Hawkins,ATM,ATM Transaction,33.48,43-68-37,94789634,10-50-18,37354831,Dr Cheryl Gordon,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000175,2023-10-04,Jay Bell,POS,Point of Sale,962.19,95-41-92,52824284,43-80-41,90720275,Miss Annette Jones,,,Structuring,Many small deposits just below reporting threshold
SUS000176,2024-05-16,"Browne, Jones and Bradley",BGC,Bank Giro Credit,964.47,71-76-39,34197205,77-78-51,15126069,Mary Dodd,,,Structuring,Many small deposits just below reporting threshold
SUS000177,2025-01-04,"Shaw, Garner and Gallagher",FPO,Faster Payment Outgoing,21008.41,88-15-56,38693175,61-98-61,92833123,Eileen Morgan,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000178,2024-07-25,Robert Hardy,BGC,Bank Giro Credit,990.23,40-79-60,32587455,75-27-37,46357586,Mr Ian Jarvis,,,Structuring,Many small deposits just below reporting threshold
SUS000179,2024-08-31,Lynn Cook,MT103,SWIFT Credit Transfer,12277.3,17-21-72,48783152,97-14-88,67576683,Amber Turner,DE13358468496856143650,KCXRGBFY8UX,Money Laundering,Large international transactions with no clear source
SUS000180,2025-04-05,Webster Ltd,FPO,Faster Payment Outgoing,9265.59,95-28-66,91673803,42-92-64,60812581,Dr Ryan Watkins,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000181,2024-09-10,Mrs Charlotte Ashton,SEPA,SEPA Credit Transfer,9319.77,92-45-12,67224736,92-25-62,70346056,Rebecca Smith,DE30909512898176785558,FZAUGBKSILL,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000182,2024-09-13,"Warner, Newman and Williams",ATM,ATM Transaction,146.0,16-92-74,96791487,12-82-17,28563509,Justin Duffy,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000183,2023-03-19,Denis Fisher,CHQ,Cheque,24587.27,42-18-83,13259955,41-81-45,08247953,Carly Reeves-Griffiths,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000184,2024-04-30,Frank Kelly,TFR,Transfer,19912.74,86-90-32,95070168,36-52-31,78471219,Mrs June Kaur,,,Money Laundering,Large international transactions with no clear source
SUS000185,2024-10-10,Oliver Steele,POS,Point of Sale,964.56,70-65-27,57418789,28-11-16,82151290,Jill Watson,,,Structuring,Many small deposits just below reporting threshold
SUS000186,2023-02-24,Georgia Hancock-Parry,TFR,Transfer,1504.98,15-49-51,67780505,39-33-42,97721149,Barry Burke,,,Round-Tripping,Funds sent back and forth between same entities
SUS000187,2024-02-19,Dr Adam Harvey,TFR,Transfer,660.94,70-93-97,13486426,42-91-38,12121213,Dr Glen Nicholson,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000188,2025-01-28,Mrs Lorraine Barnes,REF,Refund,348.24,18-77-96,96524121,30-25-91,29500196,Hartley-Smith,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000189,2024-02-13,Katie Blake,CHQ,Cheque,3775.81,34-96-45,92943414,32-96-92,64371318,Shaw and Sons,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000190,2023-12-07,Ball-Hayes,BGC,Bank Giro Credit,993.83,82-42-64,04825530,13-22-54,72112689,"Whitehead, Davies and Davies",,,Structuring,Many small deposits just below reporting threshold
SUS000191,2025-03-28,Jack Wells,ATM,ATM Transaction,382.99,28-11-33,38715156,44-41-62,78516228,Wood-Simmons,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000192,2024-12-05,Herbert PLC,FPO,Faster Payment Outgoing,13762.5,97-19-53,67038162,99-52-78,22618830,Dorothy Carter,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000193,2025-04-22,Mr Norman Bull,ATM,ATM Transaction,367.06,99-94-57,40242796,47-33-64,83470320,Stanley Webb,,,Round-Tripping,Funds sent back and forth between same entities
SUS000194,2023-04-26,Miss Patricia Ward,ATM,ATM Transaction,128.29,67-68-33,50385312,66-31-43,94163470,Darren Watkins,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000195,2023-08-30,Mrs Diane Watts,BGC,Bank Giro Credit,978.84,20-68-34,25001150,32-35-20,86746281,Albert Davis,,,Structuring,Many small deposits just below reporting threshold
SUS000196,2023-07-10,Donald Savage,BGC,Bank Giro Credit,985.74,33-74-26,39301950,79-49-99,33037617,Kayleigh Brown,,,Structuring,Many small deposits just below reporting threshold
SUS000197,2023-09-25,Watson and Sons,ATM,ATM Transaction,447.74,83-42-96,88646955,48-41-79,47480795,Mrs Eleanor Payne,,,Round-Tripping,Funds sent back and forth between same entities
SUS000198,2023-10-14,Brenda Lewis,FPO,Faster Payment Outgoing,870.83,50-36-49,54165367,91-38-89,45938894,Harper Group,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000199,2024-04-26,Allan Morgan,TFR,Transfer,1410.08,96-43-37,97819721,28-59-69,33076012,"Ryan, Andrews and Bevan",,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000200,2025-03-12,Mr Jonathan Bevan,SEPA,SEPA Credit Transfer,1365.86,53-91-15,96356022,75-42-43,42609477,Jason Baker,DE28222690879288312734,TWCTGBETAJL,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000201,2023-05-25,Ms Deborah Lewis,FPO,Faster Payment Outgoing,3650.64,34-19-71,86075078,27-88-61,49137315,Davies-Ward,,,Round-Tripping,Funds sent back and forth between same entities
SUS000202,2023-05-23,Dr Annette Cook,ATM,ATM Transaction,229.31,38-72-55,72987079,12-59-94,18624531,Mrs Charlotte Brown,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000203,2024-09-14,Smith-Turner,MT103,SWIFT Credit Transfer,14125.72,92-59-19,41897233,70-16-90,91008013,"Pearson, Gardner and Bibi",DE38227311828465485480,APVJGB0V8TL,Money Laundering,Large international transactions with no clear source
SUS000204,2023-02-12,"Robinson, Nelson and Thomas",CHQ,Cheque,14640.87,42-75-39,15808237,66-39-31,15690617,Steven May,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000205,2023-02-18,Boyle-McCarthy,SEPA,SEPA Credit Transfer,11210.08,15-82-27,46870373,14-47-59,24348379,"Wood, Howard and Fisher",DE22530618959995548834,QBIKGB9UGVT,Money Laundering,Large international transactions with no clear source
SUS000206,2024-01-16,Keith Lewis,FPO,Faster Payment Outgoing,14706.62,58-92-79,84965992,81-38-53,03307457,Mark Thompson,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000207,2024-10-30,Robin Cook,CHQ,Cheque,11113.81,64-52-80,48821665,16-88-62,16245567,Mann and Sons,,,Cheque Fraud,High-value cheque with unusual beneficiary
SUS000208,2024-10-13,Kathryn Forster-Franklin,POS,Point of Sale,987.64,64-90-93,13658115,82-18-88,07599461,Joyce Morgan-Hyde,,,Structuring,Many small deposits just below reporting threshold
SUS000209,2023-05-19,Maurice Thomson,POS,Point of Sale,969.86,30-26-69,74658213,40-24-84,51880983,Maurice Hale,,,Structuring,Many small deposits just below reporting threshold
SUS000210,2023-01-10,"Patel, Parry and James",REF,Refund,518.87,59-38-48,68622681,12-93-50,28989016,Mr Sean Harvey,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000211,2023-01-01,Tracey Richards,SEPA,SEPA Credit Transfer,6880.43,23-23-22,90046764,44-19-11,22002719,"Taylor, Newman and Barker",DE93494027515310167228,XRNGGBUWKXZ,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000212,2025-01-24,Ms Eileen Clements,REF,Refund,290.02,18-31-10,92983767,95-87-63,15357449,Noble Ltd,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000213,2023-07-27,"Stevens, Thomas and Smith",ATM,ATM Transaction,45.87,49-40-31,98036998,66-27-51,33378009,Stephen Lee,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000214,2024-08-08,Stephanie Bates,FPO,Faster Payment Outgoing,20607.53,98-20-34,81508439,89-34-78,79855479,Nigel Barton,,,Money Laundering,Large international transactions with no clear source
SUS000215,2024-09-13,"Davidson, Hodgson and Bryan",MT103,SWIFT Credit Transfer,22498.44,82-79-28,30213396,65-25-30,10346639,"Hill, Jones and King",DE79372671489721379911,UCTOGBBUYK2,Money Laundering,Large international transactions with no clear source
SUS000216,2024-05-04,Rosie Saunders,REF,Refund,796.84,48-18-72,73331580,45-18-99,59546790,Marcus Marshall,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000217,2023-12-15,"Taylor, Dickinson and Storey",REF,Refund,721.61,22-88-85,10591472,42-80-64,11486673,Gerald Thomson-Davies,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000218,2023-08-04,Roy Howells-Taylor,POS,Point of Sale,968.2,10-98-82,16481368,43-23-53,56404734,Jasmine Stevens,,,Structuring,Many small deposits just below reporting threshold
SUS000219,2024-07-29,Jane Murphy,REF,Refund,543.52,91-39-70,03266090,54-74-88,75065721,Mr Joseph Brown,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000220,2024-05-31,Dennis Coleman,FPO,Faster Payment Outgoing,2910.39,22-45-53,47156466,60-84-69,95386892,Harris and Sons,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000221,2024-10-23,"Wilson, Hawkins and Stevens",ATM,ATM Transaction,209.9,70-65-21,00821772,43-40-41,46794636,William Smith,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000222,2023-04-21,Barry Stevens,REF,Refund,589.39,78-67-94,76057258,43-14-17,17920262,Maria Evans-Smith,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000223,2025-01-10,Lesley Connor-Miles,REF,Refund,735.58,28-58-49,01268316,65-59-45,05974209,Rita Bennett-Parker,,,Round-Tripping,Funds sent back and forth between same entities
SUS000224,2023-11-13,Dr Elliott Smith,FPO,Faster Payment Outgoing,23604.26,99-97-36,71608977,11-22-36,05109764,Stacey Thomas,,,Money Laundering,Large international transactions with no clear source
SUS000225,2023-06-25,Clare Richardson-Price,ATM,ATM Transaction,277.37,75-38-32,58504101,46-40-84,36007909,Ms Lynda Hall,,,ATM Card Fraud,High-frequency ATM withdrawals in different locations
SUS000226,2024-01-06,Green-Lewis,REF,Refund,289.69,88-67-72,48300032,98-16-41,71816272,Hall and Sons,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000227,2024-11-14,Dr Benjamin Page,CHQ,Cheque,3737.71,47-71-59,50704911,85-71-29,86263990,Daniels Group,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000228,2024-02-04,Joanna Lewis,REF,Refund,904.52,60-13-85,01731010,66-52-29,41572306,Louise Evans,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000229,2024-11-22,Michael Smith,FPO,Faster Payment Outgoing,4774.54,49-60-31,58289887,85-68-37,23915755,Rhys Evans-White,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000230,2023-01-26,Dr Barbara Wright,FPO,Faster Payment Outgoing,8561.89,43-79-51,44723747,35-54-42,25905308,Tom Perry-Cole,,,Money Laundering,Large international transactions with no clear source
SUS000231,2025-04-11,Victor Thomson,FPO,Faster Payment Outgoing,10998.7,89-65-17,29417158,21-99-94,92516236,Gray LLC,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000232,2024-11-17,Irene Clarke,ATM,ATM Transaction,41.56,36-13-30,79597161,47-72-22,91786085,Nicola Holmes,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000233,2025-01-26,"Webb, Davies and Davidson",MT103,SWIFT Credit Transfer,9363.49,38-41-18,35238511,13-62-51,12076239,Zoe Harper-Cook,DE71936317158897858438,OLCBGBZ05ZF,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000234,2023-07-05,Rhys Fletcher,FPO,Faster Payment Outgoing,16039.74,79-86-49,60448570,26-90-18,23292469,Kenneth Mitchell,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000235,2023-02-21,Jill Edwards,FPO,Faster Payment Outgoing,3396.54,90-73-11,11441286,18-22-17,96039546,"Rhodes, Webster and North",,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000236,2023-09-18,Garry Wilson-Holland,FPO,Faster Payment Outgoing,16021.13,98-94-87,98546432,43-72-19,03166628,Mr Edward Roberts,,,APP Fraud,High-value Faster Payments to new beneficiaries
SUS000237,2023-04-11,Dr Guy Dixon,ATM,ATM Transaction,412.81,82-53-72,11246715,79-61-52,61323623,Mohamed Rogers,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000238,2025-01-09,Irene Ward-Patel,REF,Refund,240.03,14-42-74,66984303,55-53-37,77280982,Bryan Day,,,Account Takeover,Multiple transactions from different IPs/devices
SUS000239,2025-04-06,Pearson Inc,FPO,Faster Payment Outgoing,1841.38,48-17-10,98894117,82-99-93,89475155,Beth Matthews,,,Layering,Rapid transfers between accounts with similar names or small amounts
SUS000240,2023-05-03,Georgia Singh,CHQ,Cheque,1598.16,75-71-32,89023363,55-15-54,78791915,Mr Kevin Pritchard,,,SME Bust-Out,Rapid overdraft build-up then closure
SUS000241,2023-11-20,"Spencer, Conway and Gallagher",REF,Refund,212.46,11-84-98,06069503,29-69-11,08966093,Anna Sanders,,,Fake Refunds,Frequent large refunds without matching purchases
SUS000242,2024-02-04,Lesley Poole,ATM,ATM Transaction,400.94,36-41-31,31756688,16-46-13,14087702,Justin Wilkinson-Begum,,,Account Takeover,Multiple transactions from different IPs/devices
